Instruction Name,Opcode,Instruction,64-bit validity,32-bit validity,CpuId Flags
ROL,D3 /0,"ROL r/m16 , CL",V,V,
ROL,C1 /0 /ib,"ROL r/m16, imm8",V,V,
ROL,D1 /0,"ROL r/m32 , 1",V,V,
ROL,REX.W D1 /0,"ROL r/m64 , 1",V,N.E.,
ROL,D3 /0,"ROL r/m32 , CL",V,V,
ROL,REX.W D3 /0,"ROL r/m64 , CL",V,N.E.,
ROL,C1 /0 /ib,"ROL r/m32, imm8",V,V,
ROL,REX.W C1 /0 /ib,"ROL r/m64, imm8",V,N.E.,
ROR,D0 /1,"ROR r/m8 , 1",V,V,
ROR,REX D0 /1,"ROR r/m8* , 1",V,N.E.,
ROR,D2 /1,"ROR r/m8 , CL",V,V,
ROR,REX D2 /1,"ROR r/m8* , CL",V,N.E.,
ROR,C0 /1 /ib,"ROR r/m8, imm8",V,V,
ROR,REX C0 /1 /ib,"ROR r/m8*, imm8",V,N.E.,
ROR,D1 /1,"ROR r/m16 , 1",V,V,
ROR,D3 /1,"ROR r/m16 , CL",V,V,
ROR,C1 /1 /ib,"ROR r/m16, imm8",V,V,
ROR,D1 /1,"ROR r/m32 , 1",V,V,
ROR,REX.W D1 /1,"ROR r/m64 , 1",V,N.E.,
ROR,D3 /1,"ROR r/m32 , CL",V,V,
ROR,REX.W D3 /1,"ROR r/m64 , CL",V,N.E.,
ROR,C1 /1 /ib,"ROR r/m32, imm8",V,V,
ROR,REX.W C1 /1 /ib,"ROR r/m64, imm8",V,N.E.,
RCPPS,NP 0F 53 /r,"RCPPS xmm1 , xmm2/m128",V,V,SSE
VRCPPS,VEX.128.0F.WIG 53 /r,"VRCPPS xmm1, xmm2/m128",V,V,AVX
VRCPPS,VEX.256.0F.WIG 53 /r,"VRCPPS ymm1, ymm2/m256",V,V,AVX
RCPSS,F3 0F 53 /r,"RCPSS xmm1 , xmm2/m32",V,V,SSE
VRCPSS,VEX.LIG.F3.0F.WIG 53 /r,"VRCPSS xmm1, xmm2, xmm3/m32",V,V,AVX
RDMSR,0F 32,RDMSR,V,V,
RDPID,F3 0F C7 /7,RDPID r32,N.E.,V,RDPID
RDPID,F3 0F C7 /7,RDPID r64,V,N.E.,RDPID
RDPKRU,NP 0F 01 EE,RDPKRU,V,V,OSPKE
RDPMC,0F 33,RDPMC,V,V,
RDRAND,NFx 0F C7 /6,RDRAND r16,V,V,RDRAND
RDRAND,NFx 0F C7 /6,RDRAND r32,V,V,RDRAND
RDRAND,NFx REX.W 0F C7 /6,RDRAND r64,V,I,RDRAND
RDSEED,NFx 0F C7 /7,RDSEED r16,V,V,RDSEED
RDSEED,NFx 0F C7 /7,RDSEED r32,V,V,RDSEED
RDSEED,NFx REX.W 0F C7 /7,RDSEED r64,V,I,RDSEED
RDTSC,0F 31,RDTSC,V,V,
RDTSCP,0F 01 F9,RDTSCP,V,V,
REP,F3 6C,"REP INS m8 , DX",V,V,
REP,F3 6C,"REP INS m8 , DX",V,N.E.,
REP,F3 6D,"REP INS m16 , DX",V,V,
REP,F3 6D,"REP INS m32 , DX",V,V,
REP,F3 6D,"REP INS r/m32 , DX",V,N.E.,
REP,F3 A4,"REP MOVS m8, m8",V,V,
REP,F3 REX.W A4,"REP MOVS m8, m8",V,N.E.,
REP,F3 A5,"REP MOVS m16, m16",V,V,
REP,F3 A5,"REP MOVS m32, m32",V,V,
REP,F3 REX.W A5,"REP MOVS m64, m64",V,N.E.,
REP,F3 6E,"REP OUTS DX, r/m8",V,V,
REP,F3 REX.W 6E,"REP OUTS DX, r/m8*",V,N.E.,
REP,F3 6F,"REP OUTS DX, r/m16",V,V,
REP,F3 6F,"REP OUTS DX, r/m32",V,V,
REP,F3 REX.W 6F,"REP OUTS DX, r/m32",V,N.E.,
REP,F3 AC,REP LODS AL,V,V,
REP,F3 REX.W AC,REP LODS AL,V,N.E.,
REP,F3 AD,REP LODS AX,V,V,
REP,F3 AD,REP LODS EAX,V,V,
REP,F3 REX.W AD,REP LODS RAX,V,N.E.,
REP,F3 AA,REP STOS m8,V,V,
REP,F3 REX.W AA,REP STOS m8,V,N.E.,
REP,F3 AB,REP STOS m16,V,V,
REP,F3 AB,REP STOS m32,V,V,
REP,F3 REX.W AB,REP STOS m64,V,N.E.,
REPE,F3 A6,"REPE CMPS m8, m8",V,V,
REPE,F3 REX.W A6,"REPE CMPS m8, m8",V,N.E.,
REPE,F3 A7,"REPE CMPS m16, m16",V,V,
REPE,F3 A7,"REPE CMPS m32, m32",V,V,
REPE,F3 REX.W A7,"REPE CMPS m64, m64",V,N.E.,
REPE,F3 AE,REPE SCAS m8,V,V,
REPE,F3 REX.W AE,REPE SCAS m8,V,N.E.,
REPE,F3 AF,REPE SCAS m16,V,V,
REPE,F3 AF,REPE SCAS m32,V,V,
REPE,F3 REX.W AF,REPE SCAS m64,V,N.E.,
REPNE,F2 A6,"REPNE CMPS m8, m8",V,V,
REPNE,F2 REX.W A6,"REPNE CMPS m8, m8",V,N.E.,
REPNE,F2 A7,"REPNE CMPS m16, m16",V,V,
REPNE,F2 A7,"REPNE CMPS m32, m32",V,V,
REPNE,F2 REX.W A7,"REPNE CMPS m64, m64",V,N.E.,
REPNE,F2 AE,REPNE SCAS m8,V,V,
REPNE,F2 REX.W AE,REPNE SCAS m8,V,N.E.,
REPNE,F2 AF,REPNE SCAS m16,V,V,
REPNE,F2 AF,REPNE SCAS m32,V,V,
REPNE,F2 REX.W AF,REPNE SCAS m64,V,N.E.,
RET,C3,RET,V,V,
RET,CB,RET,V,V,
RET,C2 iw,RET imm16,V,V,
RET,CA iw,RET imm16,V,V,
RORX,VEX.LZ.F2.0F3A.W0 F0 /r /ib,"RORX r32, r/m32, imm8",V,V,BMI2
RORX,VEX.LZ.F2.0F3A.W1 F0 /r /ib,"RORX r64, r/m64, imm8",V,N.E.,BMI2
ROUNDPD,66 0F 3A 09 /r /ib,"ROUNDPD xmm1, xmm2/m128, imm8",V,V,SSE4_1
VROUNDPD,VEX.128.66.0F3A.WIG 09 /r /ib,"VROUNDPD xmm1, xmm2/m128, imm8",V,V,AVX
VROUNDPD,VEX.256.66.0F3A.WIG 09 /r /ib,"VROUNDPD ymm1, ymm2/m256, imm8",V,V,AVX
ROUNDPS,66 0F 3A 08 /r /ib,"ROUNDPS xmm1, xmm2/m128, imm8",V,V,SSE4_1
VROUNDPS,VEX.128.66.0F3A.WIG 08 /r /ib,"VROUNDPS xmm1, xmm2/m128, imm8",V,V,AVX
VROUNDPS,VEX.256.66.0F3A.WIG 08 /r /ib,"VROUNDPS ymm1, ymm2/m256, imm8",V,V,AVX
ROUNDSD,66 0F 3A 0B /r /ib,"ROUNDSD xmm1, xmm2/m64, imm8",V,V,SSE4_1
VROUNDSD,VEX.LIG.66.0F3A.WIG 0B /r /ib,"VROUNDSD xmm1, xmm2, xmm3/m64, imm8",V,V,AVX
ROUNDSS,66 0F 3A 0A /r /ib,"ROUNDSS xmm1, xmm2/m32, imm8",V,V,SSE4_1
VROUNDSS,VEX.LIG.66.0F3A.WIG 0A /r /ib,"VROUNDSS xmm1, xmm2, xmm3/m32, imm8",V,V,AVX
RSM,0F AA,RSM,V,V,
RSQRTPS,NP 0F 52 /r,"RSQRTPS xmm1 , xmm2/m128",V,V,SSE
VRSQRTPS,VEX.128.0F.WIG 52 /r,"VRSQRTPS xmm1, xmm2/m128",V,V,AVX
VRSQRTPS,VEX.256.0F.WIG 52 /r,"VRSQRTPS ymm1, ymm2/m256",V,V,AVX
RSQRTSS,F3 0F 52 /r,"RSQRTSS xmm1 , xmm2/m32",V,V,SSE
VRSQRTSS,VEX.LIG.F3.0F.WIG 52 /r,"VRSQRTSS xmm1, xmm2, xmm3/m32",V,V,AVX
SAHF,9E,SAHF,I,V,
SAL,D0 /4,"SAL r/m8 , 1",V,V,
SAL,REX D0 /4,"SAL r/m8** , 1",V,N.E.,
SAL,D2 /4,"SAL r/m8 , CL",V,V,
SAL,REX D2 /4,"SAL r/m8** , CL",V,N.E.,
SAL,C0 /4 /ib,"SAL r/m8, imm8",V,V,
SAL,REX C0 /4 /ib,"SAL r/m8**, imm8",V,N.E.,
SAL,D1 /4,"SAL r/m16 , 1",V,V,
SAL,D3 /4,"SAL r/m16 , CL",V,V,
SAL,C1 /4 /ib,"SAL r/m16, imm8",V,V,
SAL,D1 /4,"SAL r/m32 , 1",V,V,
SAL,REX.W D1 /4,"SAL r/m64 , 1",V,N.E.,
SAL,D3 /4,"SAL r/m32 , CL",V,V,
SAL,REX.W D3 /4,"SAL r/m64 , CL",V,N.E.,
SAL,C1 /4 /ib,"SAL r/m32, imm8",V,V,
SAL,REX.W C1 /4 /ib,"SAL r/m64, imm8",V,N.E.,
SAR,D0 /7,"SAR r/m8 , 1",V,V,
SAR,REX D0 /7,"SAR r/m8** , 1",V,N.E.,
SAR,D2 /7,"SAR r/m8 , CL",V,V,
SAR,REX D2 /7,"SAR r/m8** , CL",V,N.E.,
SAR,C0 /7 /ib,"SAR r/m8, imm8",V,V,
SAR,REX C0 /7 /ib,"SAR r/m8**, imm8",V,N.E.,
SAR,D1 /7,"SAR r/m16 ,1",V,V,
SAR,D3 /7,"SAR r/m16 , CL",V,V,
SAR,C1 /7 /ib,"SAR r/m16, imm8",V,V,
SAR,D1 /7,"SAR r/m32 , 1",V,V,
SAR,REX.W D1 /7,"SAR r/m64 , 1",V,N.E.,
SAR,D3 /7,"SAR r/m32 , CL",V,V,
SAR,REX.W D3 /7,"SAR r/m64 , CL",V,N.E.,
SAR,C1 /7 /ib,"SAR r/m32, imm8",V,V,
SAR,REX.W C1 /7 /ib,"SAR r/m64, imm8",V,N.E.,
SHL,D0 /4,"SHL r/m8 , 1",V,V,
SHL,REX D0 /4,"SHL r/m8** , 1",V,N.E.,
SHL,D2 /4,"SHL r/m8 , CL",V,V,
SHL,REX D2 /4,"SHL r/m8** , CL",V,N.E.,
SHL,C0 /4 /ib,"SHL r/m8, imm8",V,V,
SHL,REX C0 /4 /ib,"SHL r/m8**, imm8",V,N.E.,
SHL,D1 /4,"SHL r/m16 ,1",V,V,
SHL,D3 /4,"SHL r/m16 , CL",V,V,
SHL,C1 /4 /ib,"SHL r/m16, imm8",V,V,
SHL,D1 /4,"SHL r/m32 ,1",V,V,
SHL,REX.W D1 /4,"SHL r/m64 ,1",V,N.E.,
SHL,D3 /4,"SHL r/m32 , CL",V,V,
SHL,REX.W D3 /4,"SHL r/m64 , CL",V,N.E.,
SHL,C1 /4 /ib,"SHL r/m32, imm8",V,V,
SHL,REX.W C1 /4 /ib,"SHL r/m64, imm8",V,N.E.,
SHR,D0 /5,"SHR r/m8 ,1",V,V,
SHR,REX D0 /5,"SHR r/m8** , 1",V,N.E.,
SHR,D2 /5,"SHR r/m8 , CL",V,V,
SHR,REX D2 /5,"SHR r/m8** , CL",V,N.E.,
SHR,C0 /5 /ib,"SHR r/m8, imm8",V,V,
SHR,REX C0 /5 /ib,"SHR r/m8**, imm8",V,N.E.,
SHR,D1 /5,"SHR r/m16 , 1",V,V,
SHR,D3 /5,"SHR r/m16 , CL",V,V,
SHR,C1 /5 /ib,"SHR r/m16, imm8",V,V,
SHR,D1 /5,"SHR r/m32 , 1",V,V,
SHR,REX.W D1 /5,"SHR r/m64 , 1",V,N.E.,
SHR,D3 /5,"SHR r/m32 , CL",V,V,
SHR,REX.W D3 /5,"SHR r/m64 , CL",V,N.E.,
SHR,C1 /5 /ib,"SHR r/m32, imm8",V,V,
SHR,REX.W C1 /5 /ib,"SHR r/m64, imm8",V,N.E.,
SARX,VEX.LZ.F3.0F38.W0 F7 /r,"SARX r32a, r/m32, r32b",V,V,BMI2
SHLX,VEX.LZ.66.0F38.W0 F7 /r,"SHLX r32a, r/m32, r32b",V,V,BMI2
SHRX,VEX.LZ.F2.0F38.W0 F7 /r,"SHRX r32a, r/m32, r32b",V,V,BMI2
SARX,VEX.LZ.F3.0F38.W1 F7 /r,"SARX r64a, r/m64, r64b",V,N.E.,BMI2
SHLX,VEX.LZ.66.0F38.W1 F7 /r,"SHLX r64a, r/m64, r64b",V,N.E.,BMI2
SHRX,VEX.LZ.F2.0F38.W1 F7 /r,"SHRX r64a, r/m64, r64b",V,N.E.,BMI2
SBB,1C /ib,"SBB AL, imm8",V,V,
SBB,1D iw,"SBB AX, imm16",V,V,
SBB,1D id,"SBB EAX, imm32",V,V,
SBB,REX.W 1D id,"SBB RAX, imm32",V,N.E.,
SBB,80 /3 /ib,"SBB r/m8, imm8",V,V,
SBB,REX 80 /3 /ib,"SBB r/m8*, imm8",V,N.E.,
SBB,81 /3 iw,"SBB r/m16, imm16",V,V,
SBB,81 /3 id,"SBB r/m32, imm32",V,V,
SBB,REX.W 81 /3 id,"SBB r/m64, imm32",V,N.E.,
SBB,83 /3 /ib,"SBB r/m16, imm8",V,V,
SBB,83 /3 /ib,"SBB r/m32, imm8",V,V,
SBB,REX.W 83 /3 /ib,"SBB r/m64, imm8",V,N.E.,
SBB,18 /r,"SBB r/m8, r8",V,V,
SBB,REX 18 /r,"SBB r/m8*, r8",V,N.E.,
SBB,19 /r,"SBB r/m16, r16",V,V,
SBB,19 /r,"SBB r/m32, r32",V,V,
SBB,REX.W 19 /r,"SBB r/m64, r64",V,N.E.,
SBB,1A /r,"SBB r8, r/m8",V,V,
SBB,REX 1A /r,"SBB r8*, r/m8*",V,N.E.,
SBB,1B /r,"SBB r16, r/m16",V,V,
SBB,1B /r,"SBB r32, r/m32",V,V,
SBB,REX.W 1B /r,"SBB r64, r/m64",V,N.E.,
SCAS,AE,SCAS m8,V,V,
SCAS,AF,SCAS m16,V,V,
SCAS,AF,SCAS m32,V,V,
SCAS,REX.W AF,SCAS m64,V,N.E.,
SCASB,AE,SCASB,V,V,
SCASW,AF,SCASW,V,V,
SCASD,AF,SCASD,V,V,
SCASQ,REX.W AF,SCASQ,V,N.E.,
SETA,0F 97,SETA r/m8,V,V,
SETA,REX 0F 97,SETA r/m8*,V,N.E.,
SETAE,0F 93,SETAE r/m8,V,V,
SETAE,REX 0F 93,SETAE r/m8*,V,N.E.,
SETB,0F 92,SETB r/m8,V,V,
SETB,REX 0F 92,SETB r/m8*,V,N.E.,
SETBE,0F 96,SETBE r/m8,V,V,
SETBE,REX 0F 96,SETBE r/m8*,V,N.E.,
SETC,0F 92,SETC r/m8,V,V,
SETC,REX 0F 92,SETC r/m8*,V,N.E.,
SETE,0F 94,SETE r/m8,V,V,
SETE,REX 0F 94,SETE r/m8*,V,N.E.,
SETG,0F 9F,SETG r/m8,V,V,
SETG,REX 0F 9F,SETG r/m8*,V,N.E.,
SETGE,0F 9D,SETGE r/m8,V,V,
SETGE,REX 0F 9D,SETGE r/m8*,V,N.E.,
SETL,0F 9C,SETL r/m8,V,V,
SETL,REX 0F 9C,SETL r/m8*,V,N.E.,
SETLE,0F 9E,SETLE r/m8,V,V,
SETLE,REX 0F 9E,SETLE r/m8*,V,N.E.,
SETNA,0F 96,SETNA r/m8,V,V,
SETNA,REX 0F 96,SETNA r/m8*,V,N.E.,
SETNAE,0F 92,SETNAE r/m8,V,V,
SETNAE,REX 0F 92,SETNAE r/m8*,V,N.E.,
SETNB,0F 93,SETNB r/m8,V,V,
SETNB,REX 0F 93,SETNB r/m8*,V,N.E.,
SETNBE,0F 97,SETNBE r/m8,V,V,
SETNBE,REX 0F 97,SETNBE r/m8*,V,N.E.,
SETNC,0F 93,SETNC r/m8,V,V,
SETNC,REX 0F 93,SETNC r/m8*,V,N.E.,
SETNE,0F 95,SETNE r/m8,V,V,
SETNE,REX 0F 95,SETNE r/m8*,V,N.E.,
SETNG,0F 9E,SETNG r/m8,V,V,
SETNG,REX 0F 9E,SETNG r/m8*,V,N.E.,
SETNGE,0F 9C,SETNGE r/m8,V,V,
SETNGE,REX 0F 9C,SETNGE r/m8*,V,N.E.,
SETNL,0F 9D,SETNL r/m8,V,V,
SETNL,REX 0F 9D,SETNL r/m8*,V,N.E.,
SETNLE,0F 9F,SETNLE r/m8,V,V,
SETNLE,REX 0F 9F,SETNLE r/m8*,V,N.E.,
SETNO,0F 91,SETNO r/m8,V,V,
SETNO,REX 0F 91,SETNO r/m8*,V,N.E.,
SETNP,0F 9B,SETNP r/m8,V,V,
SETNP,REX 0F 9B,SETNP r/m8*,V,N.E.,
SETNS,0F 99,SETNS r/m8,V,V,
SETNS,REX 0F 99,SETNS r/m8*,V,N.E.,
SETNZ,0F 95,SETNZ r/m8,V,V,
SETNZ,REX 0F 95,SETNZ r/m8*,V,N.E.,
SETO,0F 90,SETO r/m8,V,V,
SETO,REX 0F 90,SETO r/m8*,V,N.E.,
SETP,0F 9A,SETP r/m8,V,V,
SETP,REX 0F 9A,SETP r/m8*,V,N.E.,
SETPE,0F 9A,SETPE r/m8,V,V,
SETPE,REX 0F 9A,SETPE r/m8*,V,N.E.,
SETPO,0F 9B,SETPO r/m8,V,V,
SETPO,REX 0F 9B,SETPO r/m8*,V,N.E.,
SETS,0F 98,SETS r/m8,V,V,
SETS,REX 0F 98,SETS r/m8*,V,N.E.,
SETZ,0F 94,SETZ r/m8,V,V,
SETZ,REX 0F 94,SETZ r/m8*,V,N.E.,
SFENCE,NP 0F AE F8,SFENCE,V,V,
SGDT,0F 01 /0,SGDT m,V,V,
SHA1RNDS4,NP 0F 3A CC /r /ib,"SHA1RNDS4 xmm1, xmm2/m128, imm8",V,V,SHA
SHA1NEXTE,NP 0F 38 C8 /r,"SHA1NEXTE xmm1, xmm2/m128",V,V,SHA
SHA1MSG1,NP 0F 38 C9 /r,"SHA1MSG1 xmm1, xmm2/m128",V,V,SHA
SHA1MSG2,NP 0F 38 CA /r,"SHA1MSG2 xmm1, xmm2/m128",V,V,SHA
SHA256RNDS2,NP 0F 38 CB /r,"SHA256RNDS2 xmm1, xmm2/m128, <XMM0>",V,V,SHA
SHA256MSG1,NP 0F 38 CC /r,"SHA256MSG1 xmm1, xmm2/m128",V,V,SHA
SHA256MSG2,NP 0F 38 CD /r,"SHA256MSG2 xmm1, xmm2/m128",V,V,SHA
SHLD,0F A4 /r /ib,"SHLD r/m16, r16, imm8",V,V,
SHLD,0F A5 /r,"SHLD r/m16, r16 , CL",V,V,
SHLD,0F A4 /r /ib,"SHLD r/m32, r32, imm8",V,V,
SHLD,REX.W 0F A4 /r /ib,"SHLD r/m64, r64, imm8",V,N.E.,
SHLD,0F A5 /r,"SHLD r/m32, r32 , CL",V,V,
SHLD,REX.W 0F A5 /r,"SHLD r/m64, r64 , CL",V,N.E.,
SHRD,0F AC /r /ib,"SHRD r/m16, r16, imm8",V,V,
SHRD,0F AD /r,"SHRD r/m16, r16 , CL",V,V,
SHRD,0F AC /r /ib,"SHRD r/m32, r32, imm8",V,V,
SHRD,REX.W 0F AC /r /ib,"SHRD r/m64, r64, imm8",V,N.E.,
SHRD,0F AD /r,"SHRD r/m32, r32 , CL",V,V,
SHRD,REX.W 0F AD /r,"SHRD r/m64, r64 , CL",V,N.E.,
SHUFPD,66 0F C6 /r /ib,"SHUFPD xmm1, xmm2/m128, imm8",V,V,SSE2
VSHUFPD,VEX.128.66.0F.WIG C6 /r /ib,"VSHUFPD xmm1, xmm2, xmm3/m128, imm8",V,V,AVX
VSHUFPD,VEX.256.66.0F.WIG C6 /r /ib,"VSHUFPD ymm1, ymm2, ymm3/m256, imm8",V,V,AVX
VSHUFPD,EVEX.128.66.0F.W1 C6 /r /ib,"VSHUFPD xmm1{k1}{z}, xmm2, xmm3/m128/m64bcst, imm8",V,V,AVX512VL|AVX512F
VSHUFPD,EVEX.256.66.0F.W1 C6 /r /ib,"VSHUFPD ymm1{k1}{z}, ymm2, ymm3/m256/m64bcst, imm8",V,V,AVX512VL|AVX512F
VSHUFPD,EVEX.512.66.0F.W1 C6 /r /ib,"VSHUFPD zmm1{k1}{z}, zmm2, zmm3/m512/m64bcst, imm8",V,V,AVX512F
SHUFPS,NP 0F C6 /r /ib,"SHUFPS xmm1, xmm3/m128, imm8",V,V,SSE
VSHUFPS,VEX.128.0F.WIG C6 /r /ib,"VSHUFPS xmm1, xmm2, xmm3/m128, imm8",V,V,AVX
VSHUFPS,VEX.256.0F.WIG C6 /r /ib,"VSHUFPS ymm1, ymm2, ymm3/m256, imm8",V,V,AVX
VSHUFPS,EVEX.128.0F.W0 C6 /r /ib,"VSHUFPS xmm1{k1}{z}, xmm2, xmm3/m128/m32bcst, imm8",V,V,AVX512VL|AVX512F
VSHUFPS,EVEX.256.0F.W0 C6 /r /ib,"VSHUFPS ymm1{k1}{z}, ymm2, ymm3/m256/m32bcst, imm8",V,V,AVX512VL|AVX512F
VSHUFPS,EVEX.512.0F.W0 C6 /r /ib,"VSHUFPS zmm1{k1}{z}, zmm2, zmm3/m512/m32bcst, imm8",V,V,AVX512F
SIDT,0F 01 /1,SIDT m,V,V,
SLDT,0F 00 /0,SLDT r/m16,V,V,
SLDT,REX.W 0F 00 /0,SLDT r64/m16,V,V,
SMSW,0F 01 /4,SMSW r/m16,V,V,
SMSW,0F 01 /4,SMSW r32/m16,V,V,
SMSW,REX.W 0F 01 /4,SMSW r64/m16,V,V,
SQRTPD,66 0F 51 /r,"SQRTPD xmm1, xmm2/m128",V,V,SSE2
VSQRTPD,VEX.128.66.0F.WIG 51 /r,"VSQRTPD xmm1, xmm2/m128",V,V,AVX
VSQRTPD,VEX.256.66.0F.WIG 51 /r,"VSQRTPD ymm1, ymm2/m256",V,V,AVX
VSQRTPD,EVEX.128.66.0F.W1 51 /r,"VSQRTPD xmm1 {k1}{z}, xmm2/m128/m64bcst",V,V,AVX512VL|AVX512F
VSQRTPD,EVEX.256.66.0F.W1 51 /r,"VSQRTPD ymm1 {k1}{z}, ymm2/m256/m64bcst",V,V,AVX512VL|AVX512F
VSQRTPD,EVEX.512.66.0F.W1 51 /r,"VSQRTPD zmm1 {k1}{z}, zmm2/m512/m64bcst{er}",V,V,AVX512F
SQRTPS,NP 0F 51 /r,"SQRTPS xmm1, xmm2/m128",V,V,SSE
VSQRTPS,VEX.128.0F.WIG 51 /r,"VSQRTPS xmm1, xmm2/m128",V,V,AVX
VSQRTPS,VEX.256.0F.WIG 51 /r,"VSQRTPS ymm1, ymm2/m256",V,V,AVX
VSQRTPS,EVEX.128.0F.W0 51 /r,"VSQRTPS xmm1 {k1}{z}, xmm2/m128/m32bcst",V,V,AVX512VL|AVX512F
VSQRTPS,EVEX.256.0F.W0 51 /r,"VSQRTPS ymm1 {k1}{z}, ymm2/m256/m32bcst",V,V,AVX512VL|AVX512F
VSQRTPS,EVEX.512.0F.W0 51 /r,"VSQRTPS zmm1 {k1}{z}, zmm2/m512/m32bcst{er}",V,V,AVX512F
SQRTSD,F2 0F 51 /r,"SQRTSD xmm1,xmm2/m64",V,V,SSE2
VSQRTSD,VEX.LIG.F2.0F.WIG 51 /r,"VSQRTSD xmm1,xmm2, xmm3/m64",V,V,AVX
VSQRTSD,EVEX.LIG.F2.0F.W1 51 /r,"VSQRTSD xmm1 {k1}{z}, xmm2, xmm3/m64{er}",V,V,AVX512F
SQRTSS,F3 0F 51 /r,"SQRTSS xmm1, xmm2/m32",V,V,SSE
VSQRTSS,VEX.LIG.F3.0F.WIG 51 /r,"VSQRTSS xmm1, xmm2, xmm3/m32",V,V,AVX
VSQRTSS,EVEX.LIG.F3.0F.W0 51 /r,"VSQRTSS xmm1 {k1}{z}, xmm2, xmm3/m32{er}",V,V,AVX512F
STAC,NP 0F 01 CB,STAC,V,V,SMAP
STC,F9,STC,V,V,
STD,FD,STD,V,V,
STI,FB,STI,V,V,
STMXCSR,NP 0F AE /3,STMXCSR m32,V,V,SSE
VSTMXCSR,VEX.LZ.0F.WIG AE /3,VSTMXCSR m32,V,V,AVX
STOS,AA,STOS m8,V,V,
STOS,AB,STOS m16,V,V,
STOS,AB,STOS m32,V,V,
STOS,REX.W AB,STOS m64,V,N.E.,
STOSB,AA,STOSB,V,V,
STOSW,AB,STOSW,V,V,
STOSD,AB,STOSD,V,V,
STOSQ,REX.W AB,STOSQ,V,N.E.,
STR,0F 00 /1,STR r/m16,V,V,
SUB,2C /ib,"SUB AL, i mm8",V,V,
SUB,2D iw,"SUB AX, i mm16",V,V,
SUB,2D id,"SUB EAX, i mm32",V,V,
SUB,REX.W 2D id,"SUB RAX, i mm32",V,N.E.,
SUB,80 /5 /ib,"SUB r/m8, imm8",V,V,
SUB,REX 80 /5 /ib,"SUB r/m8*, imm8",V,N.E.,
SUB,81 /5 iw,"SUB r/m16, imm16",V,V,
SUB,81 /5 id,"SUB r/m32, imm32",V,V,
SUB,REX.W 81 /5 id,"SUB r/m64, imm32",V,N.E.,
SUB,83 /5 /ib,"SUB r/m16, imm8",V,V,
SUB,83 /5 /ib,"SUB r/m32, imm8",V,V,
SUB,REX.W 83 /5 /ib,"SUB r/m64, imm8",V,N.E.,
SUB,28 /r,"SUB r/m8, r8",V,V,
SUB,REX 28 /r,"SUB r/m8*, r8*",V,N.E.,
SUB,29 /r,"SUB r/m16, r16",V,V,
SUB,29 /r,"SUB r/m32, r32",V,V,
SUB,REX.W 29 /r,"SUB r/m64, r64",V,N.E.,
SUB,2A /r,"SUB r8, r/m8",V,V,
SUB,REX 2A /r,"SUB r8*, r/m8*",V,N.E.,
SUB,2B /r,"SUB r16, r/m16",V,V,
SUB,2B /r,"SUB r32, r/m32",V,V,
SUB,REX.W 2B /r,"SUB r64, r/m64",V,N.E.,
SUBPD,66 0F 5C /r,"SUBPD xmm1, xmm2/m128",V,V,SSE2
VSUBPD,VEX.128.66.0F.WIG 5C /r,"VSUBPD xmm1,xmm2, xmm3/m128",V,V,AVX
VSUBPD,VEX.256.66.0F.WIG 5C /r,"VSUBPD ymm1, ymm2, ymm3/m256",V,V,AVX
VSUBPD,EVEX.128.66.0F.W1 5C /r,"VSUBPD xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst",V,V,AVX512VL|AVX512F
VSUBPD,EVEX.256.66.0F.W1 5C /r,"VSUBPD ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",V,V,AVX512VL|AVX512F
VSUBPD,EVEX.512.66.0F.W1 5C /r,"VSUBPD zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst{er}",V,V,AVX512F
SUBPS,NP 0F 5C /r,"SUBPS xmm1, xmm2/m128",V,V,SSE
VSUBPS,VEX.128.0F.WIG 5C /r,"VSUBPS xmm1,xmm2, xmm3/m128",V,V,AVX
VSUBPS,VEX.256.0F.WIG 5C /r,"VSUBPS ymm1, ymm2, ymm3/m256",V,V,AVX
VSUBPS,EVEX.128.0F.W0 5C /r,"VSUBPS xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst",V,V,AVX512VL|AVX512F
VSUBPS,EVEX.256.0F.W0 5C /r,"VSUBPS ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512F
VSUBPS,EVEX.512.0F.W0 5C /r,"VSUBPS zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst{er}",V,V,AVX512F
SUBSD,F2 0F 5C /r,"SUBSD xmm1, xmm2/m64",V,V,SSE2
VSUBSD,VEX.LIG.F2.0F.WIG 5C /r,"VSUBSD xmm1,xmm2, xmm3/m64",V,V,AVX
VSUBSD,EVEX.LIG.F2.0F.W1 5C /r,"VSUBSD xmm1 {k1}{z}, xmm2, xmm3/m64{er}",V,V,AVX512F
SUBSS,F3 0F 5C /r,"SUBSS xmm1, xmm2/m32",V,V,SSE
VSUBSS,VEX.LIG.F3.0F.WIG 5C /r,"VSUBSS xmm1,xmm2, xmm3/m32",V,V,AVX
VSUBSS,EVEX.LIG.F3.0F.W0 5C /r,"VSUBSS xmm1 {k1}{z}, xmm2, xmm3/m32{er}",V,V,AVX512F
